text,label,Pattern Category,text_length,clean_text,UID
"By clicking Sign Up, you agree to receive marketing text messages from Southern Tide at the number provided, including messages sent by autodialer. Consent is not a condition of any purchase. Message and data rates may apply. Message frequency varies. Reply HELP for help or STOP to cancel. View our Privacy Policy and Terms of Service.",0,Not Dark Pattern,56,"By clicking Sign Up, you agree to receive marketing text messages from Southern Tide at the number provided, including messages sent by autodialer. Consent is not a condition of any purchase. Message and data rates may apply. Message frequency varies. Reply HELP for help or STOP to cancel. View our Privacy Policy and Terms of Service.",0
IN 43 PEOPLE'S SHOPPING BAG,1,Social Proof,5,IN 43 PEOPLE'S SHOPPING BAG,0
 Amethyst Beads ,0,Not Dark Pattern,2,Amethyst Beads,0
Down Jackets,0,Not Dark Pattern,2,Down Jackets,0
Hurry up! Prices increase in 0 DAYS 11 HRS 59 MINS 55 SECS,1,Urgency,13,Hurry up! Prices increase in 0 DAYS 11 HRS 59 MINS 55 SECS,0
"BERNARD in Philadelphia, United States purchased a",1,Social Proof,7,"BERNARD in Philadelphia, United States purchased a",0
"NO THANKS, I DON’T MIND MISSING OUT",1,Misdirection,7,"NO THANKS, I DON’T MIND MISSING OUT",0
"Hurry, only 1 left!",1,Scarcity,4,"Hurry, only 1 left!",0
Only 26 Left,1,Scarcity,3,Only 26 Left,0
7 sold in last 24 hours,1,Social Proof,6,7 sold in last 24 hours,0
Buy Wearables»,0,Not Dark Pattern,2,Buy Wearables»,0
LAST CHANCE - UP TO 70% OFF - ENDS IN: 20 HRS 28 MINS 30 SECS,1,Urgency,16,LAST CHANCE - UP TO 70% OFF - ENDS IN: 20 HRS 28 MINS 30 SECS,0
 Watercolour Brushes Toggle category Watercolour Brushes ,0,Not Dark Pattern,6,Watercolour Brushes Toggle category Watercolour Brushes,0
LightInTheBox 掲載記事,0,Not Dark Pattern,2,LightInTheBox 掲載記事,0
Clear filter,0,Not Dark Pattern,2,Clear filter,0
HURRY UP > 09H 42M 39S,1,Urgency,6,HURRY UP > 09H 42M 39S,0
 Sweats ,0,Not Dark Pattern,1,Sweats,0
Q: Will this damage my hair?,0,Not Dark Pattern,5,Q: Will this damage my hair?,0
Brandon Blackwood,0,Not Dark Pattern,2,Brandon Blackwood,0
"Someone in Sasebo, Japan just bought",1,Social Proof,6,"Someone in Sasebo, Japan just bought",0
80 Customers are considering this product right now.,1,Social Proof,8,80 Customers are considering this product right now.,0
88 PEOPLE VIEWED ITEM IN THE LAST 24 HOURS,1,Social Proof,9,88 PEOPLE VIEWED ITEM IN THE LAST 24 HOURS,0
 End Tables,0,Not Dark Pattern,2,End Tables,0
ONLY 2 LEFT IN STOCK!,1,Scarcity,5,ONLY 2 LEFT IN STOCK!,0
Only few items left in stock,1,Scarcity,6,Only few items left in stock,0
Only 1.75 yards left in stock!,1,Scarcity,6,Only 1.75 yards left in stock!,0
" Brilliant! Chose what I wanted, and came a week later. Very happy with my purchase ",0,Not Dark Pattern,15,"Brilliant! Chose what I wanted, and came a week later. Very happy with my purchase",0
71 people have purchased this item,1,Social Proof,6,71 people have purchased this item,0
Only 8 left,1,Scarcity,3,Only 8 left,0
Subscribe & Save,1,Misdirection,3,Subscribe & Save,0
"We use cookies to improve our services, make personal offers, and enhance your experience. If you do not accept optional cookies below, your experience may be affected. If you want to know more, please, read the Cookie Policy",0,Not Dark Pattern,38,"We use cookies to improve our services, make personal offers, and enhance your experience. If you do not accept optional cookies below, your experience may be affected. If you want to know more, please, read the Cookie Policy",0
"Long Dress Style Beach Cover Up With Lace Detail Jessica in Metairie, United States",1,Social Proof,14,"Long Dress Style Beach Cover Up With Lace Detail Jessica in Metairie, United States",0
"Someone in Kilwinning, United Kingdom just bought Cuban Link Chain Bracelet",1,Social Proof,11,"Someone in Kilwinning, United Kingdom just bought Cuban Link Chain Bracelet",0
00DAYS00HOURS14MINUTES21SECONDS,1,Urgency,1,00DAYS00HOURS14MINUTES21SECONDS,0
"Great prices, professional customer services",0,Not Dark Pattern,5,"Great prices, professional customer services",0
Carnival Remotes,0,Not Dark Pattern,2,Carnival Remotes,0
Hurry! Only 1 left in size M!!,1,Scarcity,7,Hurry! Only 1 left in size M!!,0
Items in your cart are in high demand.,1,Scarcity,8,Items in your cart are in high demand.,0
 VIP Points! ,0,Not Dark Pattern,2,VIP Points!,0
Root Touch Up + Brow Filler,0,Not Dark Pattern,6,Root Touch Up + Brow Filler,0
Limited stock Only 2 left,1,Scarcity,5,Limited stock Only 2 left,0
" Looks like your cart is empty, let's fix that! ",0,Not Dark Pattern,9,"Looks like your cart is empty, let's fix that!",0
Over 500 left in stock,1,Scarcity,5,Over 500 left in stock,0
Lasers ,0,Not Dark Pattern,1,Lasers,0
Choose your payment day. View your schedule and select pay now.,0,Not Dark Pattern,11,Choose your payment day. View your schedule and select pay now.,0
Hurry up! 6 people other than you have this product in their cart,1,Social Proof,13,Hurry up! 6 people other than you have this product in their cart,0
 E-Gift Cards ,0,Not Dark Pattern,2,E-Gift Cards,0
1 LEFT,1,Scarcity,2,1 LEFT,0
Leslie in USA just Purchased Special Design Exclusive Handmade Silver Ring,1,Social Proof,11,Leslie in USA just Purchased Special Design Exclusive Handmade Silver Ring,0
 Personalised Chocolates ,0,Not Dark Pattern,2,Personalised Chocolates,0
Shop Dresses by Occasion,0,Not Dark Pattern,4,Shop Dresses by Occasion,0
I do not want to protect my item,1,Misdirection,8,I do not want to protect my item,0
Add to Your Gift and We'll Ship it For Free!,1,Misdirection,10,Add to Your Gift and We'll Ship it For Free!,0
Wallets ,0,Not Dark Pattern,1,Wallets,0
 Exclusive offers & discounts for club members via email ,0,Not Dark Pattern,9,Exclusive offers & discounts for club members via email,0
Buy with humm.,0,Not Dark Pattern,3,Buy with humm.,0
" Household Cleaning Kitchen Bathroom Eco Laundry General Cleaning Kitchenware Cook & Bakeware Food Storage & Preservation Kitchen Textiles Appliances Kitchen Appliances Household Appliances Bed, Bath & Living ",0,Not Dark Pattern,27,"Household Cleaning Kitchen Bathroom Eco Laundry General Cleaning Kitchenware Cook & Bakeware Food Storage & Preservation Kitchen Textiles Appliances Kitchen Appliances Household Appliances Bed, Bath & Living",0
Synthesis E-MTB Carbon Wheelset,0,Not Dark Pattern,4,Synthesis E-MTB Carbon Wheelset,0
"25,439 people have viewed this item",1,Social Proof,6,"25,439 people have viewed this item",0
No thanks I definitely measured correctly,1,Misdirection,6,No thanks I definitely measured correctly,0
57 PEOPLE HAVE LOOKED AT THIS TODAY,1,Social Proof,7,57 PEOPLE HAVE LOOKED AT THIS TODAY,0
Theresa from Botkins just bought Panoply 14918 A-line Lace Formal Dress,1,Social Proof,11,Theresa from Botkins just bought Panoply 14918 A-line Lace Formal Dress,0
Women's ApparelCollection ,0,Not Dark Pattern,2,Women's ApparelCollection,0
"Before you check out, can we tempt you?",1,Misdirection,8,"Before you check out, can we tempt you?",0
 Women's Sandals ,0,Not Dark Pattern,2,Women's Sandals,0
 Plant-Based Beauty ,0,Not Dark Pattern,2,Plant-Based Beauty,0
"When you join the PetPlus Plan, you are given the option to purchase your membership on an annual or monthly basis and you are automatically enrolled in our recurring billing program. You may cancel at any time by contacting our customer service team, but you will not be refunded for any unused days on your membership if you choose to cancel prior to the end of your billing cycle. You may cancel your PetPlus membership at any time without penalty if you have not utilized any of your PetPlus benefits (including discounts on products and/or services). For customers charged on a monthly basis, if you have purchased products or used services using your PetPlus benefits, we will charge a $25 administrative fee per membership cancellation if the membership is cancelled within three months of enrollment.",1,Obstruction,135,"When you join the PetPlus Plan, you are given the option to purchase your membership on an annual or monthly basis and you are automatically enrolled in our recurring billing program. You may cancel at any time by contacting our customer service team, but you will not be refunded for any unused days on your membership if you choose to cancel prior to the end of your billing cycle. You may cancel your PetPlus membership at any time without penalty if you have not utilized any of your PetPlus benefits (including discounts on products and/or services). For customers charged on a monthly basis, if you have purchased products or used services using your PetPlus benefits, we will charge a $25 administrative fee per membership cancellation if the membership is cancelled within three months of enrollment.",0
 Frame out of stock in this colour,0,Not Dark Pattern,7,Frame out of stock in this colour,0
Hair Care Sets,0,Not Dark Pattern,3,Hair Care Sets,0
Limited quantity remaining,1,Scarcity,3,Limited quantity remaining,0
CareersAbout UsAffiliatesPrivacy SettingsAdvertise with usHelpSite map,0,Not Dark Pattern,6,CareersAbout UsAffiliatesPrivacy SettingsAdvertise with usHelpSite map,0
"128 sold today! Hurry, only a few left!",1,Scarcity,8,"128 sold today! Hurry, only a few left!",0
4 people are looking at this right now.,1,Social Proof,8,4 people are looking at this right now.,0
"No thanks, I dont want a discount",1,Misdirection,7,"No thanks, I dont want a discount",0
"Someone from Portland, United States (US) purchased MODALERT recently.",1,Social Proof,9,"Someone from Portland, United States (US) purchased MODALERT recently.",0
Limited Time Offer Limited Offer! 15% off on Naomi Home with Coupon 9N03. You pay $63.74,1,Urgency,16,Limited Time Offer Limited Offer! 15% off on Naomi Home with Coupon 9N03. You pay $63.74,0
2 people are viewing this,1,Social Proof,5,2 people are viewing this,0
HURRY! ONLY 1 IN STOCK!,1,Scarcity,5,HURRY! ONLY 1 IN STOCK!,0
Printed ,0,Not Dark Pattern,1,Printed,0
Patient Transfer Devices,0,Not Dark Pattern,3,Patient Transfer Devices,0
 Summer Casual Printed Loosen Short Sleeve T-Shirt ,0,Not Dark Pattern,7,Summer Casual Printed Loosen Short Sleeve T-Shirt,0
 Summer V Neck Solid Color Short Sleeve Waffle T-Shirt ,0,Not Dark Pattern,9,Summer V Neck Solid Color Short Sleeve Waffle T-Shirt,0
LAST CHANCE TO ACTIVATE 10% OFF,1,Scarcity,6,LAST CHANCE TO ACTIVATE 10% OFF,0
Your order is reserved for 09:45 minutes!,1,Urgency,7,Your order is reserved for 09:45 minutes!,0
only 5 left,1,Scarcity,3,only 5 left,0
78 Persons looking for this product,1,Social Proof,6,78 Persons looking for this product,0
 Heart Shaped Cake ,0,Not Dark Pattern,3,Heart Shaped Cake,0
227 Bought Already,1,Social Proof,3,227 Bought Already,0
You've made the starting lineup. Be on the look out for an exclusive offer for signing up.,0,Not Dark Pattern,17,You've made the starting lineup. Be on the look out for an exclusive offer for signing up.,0
Universal Fit Collapsible Smart Phone Stand,0,Not Dark Pattern,6,Universal Fit Collapsible Smart Phone Stand,0
Hurry! Only Limited Items Left,1,Scarcity,5,Hurry! Only Limited Items Left,0
現代奴隷法に対する透明性に関する声明 (opens in a new tab),0,Not Dark Pattern,6,現代奴隷法に対する透明性に関する声明 (opens in a new tab),0
Strong demand! Complete your order before it's too late!,1,Scarcity,9,Strong demand! Complete your order before it's too late!,0
Your order is reserved for 09:56 minutes!,1,Urgency,7,Your order is reserved for 09:56 minutes!,0
"Sudha rana from Jaipur bought this product, 23 Mins ago.",1,Social Proof,10,"Sudha rana from Jaipur bought this product, 23 Mins ago.",0
Gift Wrapping Supplies,0,Not Dark Pattern,3,Gift Wrapping Supplies,0
6 others have already bought this deal today!,1,Social Proof,8,6 others have already bought this deal today!,0
"""No Worry"" Membership Renewal We will bill your credit card on file at the introductory rate of $2.99 per month for the first year, for membership rewards and discounts. At the end of the introductory period, you'll be billed at the regular monthly rate of $3.99 per month. If you don't want your membership renewed, simply contact us and we will cancel your subscription. You will be refunded for the current month's membership fee, less any membership savings you have received. Exclusive Toll-Free Hotline Number Because we want your calls to get top priority, we have a special number for Value Club members only: 1-800-648-4282. Your call will be handled with the utmost promptness, courtesy and efficiency possible.",1,Obstruction,118,"""No Worry"" Membership Renewal We will bill your credit card on file at the introductory rate of $2.99 per month for the first year, for membership rewards and discounts. At the end of the introductory period, you'll be billed at the regular monthly rate of $3.99 per month. If you don't want your membership renewed, simply contact us and we will cancel your subscription. You will be refunded for the current month's membership fee, less any membership savings you have received. Exclusive Toll-Free Hotline Number Because we want your calls to get top priority, we have a special number for Value Club members only: 1-800-648-4282. Your call will be handled with the utmost promptness, courtesy and efficiency possible.",0
info@coolhockey.com,0,Not Dark Pattern,1,info@coolhockey.com,0
"LIMITED TIME OFFER 10% OFF - ENTER CODE \""CASES\"" AT CHECKOUT",1,Urgency,11,"LIMITED TIME OFFER 10% OFF - ENTER CODE \""CASES\"" AT CHECKOUT",0
 Safe & Secure Checkout ,0,Not Dark Pattern,4,Safe & Secure Checkout,0
"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago",1,Social Proof,11,"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago",0
"Synne Kristine in Halden, bought Classic Bokksu Subscription (Billed Every 1 Month) (Ships every 1 Months) about 45 minutes ago",1,Social Proof,20,"Synne Kristine in Halden, bought Classic Bokksu Subscription (Billed Every 1 Month) (Ships every 1 Months) about 45 minutes ago",0
Wall Mounted Air Conditioners,0,Not Dark Pattern,4,Wall Mounted Air Conditioners,0
"803 Claimed! Hurry, only a few left!",1,Scarcity,7,"803 Claimed! Hurry, only a few left!",0
"Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box",1,Social Proof,9,"Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box",0
Only 2 left!,1,Scarcity,3,Only 2 left!,0
3 PEOPLE VIEWING,1,Social Proof,3,3 PEOPLE VIEWING,0
"No thanks, I’d rather pay full price.",1,Misdirection,7,"No thanks, I’d rather pay full price.",0
Product Feature,0,Not Dark Pattern,2,Product Feature,0
Plant-based Protein,0,Not Dark Pattern,2,Plant-based Protein,0
Parad Combo Deals ,0,Not Dark Pattern,3,Parad Combo Deals,0
Last Shape Guide,0,Not Dark Pattern,3,Last Shape Guide,0
 Baby & Toddler Toys ,0,Not Dark Pattern,4,Baby & Toddler Toys,0
Shipping Insurance Remove Insurance,1,Sneaking,4,Shipping Insurance Remove Insurance,0
Clocks ,0,Not Dark Pattern,1,Clocks,0
 Cat's Eye Beads ,0,Not Dark Pattern,3,Cat's Eye Beads,0
Shop now. Pay later. Always interest-free,0,Not Dark Pattern,6,Shop now. Pay later. Always interest-free,0
Stay with us in India,0,Not Dark Pattern,5,Stay with us in India,0
No thanks. I don’t want deals.,1,Misdirection,6,No thanks. I don’t want deals.,0
Wyse Thin Client,0,Not Dark Pattern,3,Wyse Thin Client,0
AdjustableBucketHeadbandsSale Items- View All -,0,Not Dark Pattern,5,AdjustableBucketHeadbandsSale Items- View All -,0
 Every bicycle tells a story ,0,Not Dark Pattern,5,Every bicycle tells a story,0
" This site uses cookies to provide and improve your shopping experience. If you want to benefit from this improved service, please opt-in. ",0,Not Dark Pattern,22,"This site uses cookies to provide and improve your shopping experience. If you want to benefit from this improved service, please opt-in.",0
Add and save!,1,Misdirection,3,Add and save!,0
Intercoms & Doorbells,0,Not Dark Pattern,3,Intercoms & Doorbells,0
Boys Purple School Uniforms,0,Not Dark Pattern,4,Boys Purple School Uniforms,0
RECENTLY VIEWED 2 others viewed this in the last few hours,1,Social Proof,11,RECENTLY VIEWED 2 others viewed this in the last few hours,0
2 viewed per hour,1,Social Proof,4,2 viewed per hour,0
1 other customers have this item in their shopping cart,1,Social Proof,10,1 other customers have this item in their shopping cart,0
ONLY A FEW LEFT IN STOCK,1,Scarcity,6,ONLY A FEW LEFT IN STOCK,0
1day21:04:58,1,Urgency,1,1day21:04:58,0
Fashion Forms,0,Not Dark Pattern,2,Fashion Forms,0
Stock Low : 6 items left.,1,Scarcity,6,Stock Low : 6 items left.,0
"NO, I'LL PAY FULL PRICE",1,Misdirection,5,"NO, I'LL PAY FULL PRICE",0
Terrarium Light Canopies,0,Not Dark Pattern,3,Terrarium Light Canopies,0
"HURRY, LOW IN STOCK!",1,Scarcity,4,"HURRY, LOW IN STOCK!",0
Only 4 copies left,1,Scarcity,4,Only 4 copies left,0
